gt_answer,pred,question,balanced,perfect_match,correct
no,yes,Is the glass on a shelf?,False,0,False
no,yes,Are there any plastic fences in this photo?,False,0,False
yes,yes,Does that door look wooden?,False,1,True
no,yes,Are there any buses behind the white sign?,False,0,False
no,,Are there breads in the bowl?,False,0,False
no,yes,Is the jacket tan?,False,0,False
yes,yes,Is there a child to the right of the bag that is on the sofa?,False,1,True
no,,Do you see any plate in this picture?,False,0,False
no,,Is the woman that is not ugly holding a frisbee?,False,0,False
no,yes,Are there bikes or kites in the picture?,False,0,False
left,,Is the wood fence to the left or to the right of the girl?,False,0,False
yes,,Is the cap gray?,False,0,False
no,yes,Do you see a plate to the right of the lady on the left?,False,0,False
boy,skateboarding,Who is wearing shorts?,False,0,False
yes,yes,Is there a surfboard or a fence that is white?,False,1,True
no,yes,Is there a train or a chair in the photo?,False,0,False
yes,yes,Are there glasses or women?,False,1,True
yes,yes,Does the car to the left of the stroller look blue?,False,1,True
yes,yes,Is the man inside the vehicle that looks gray and white?,False,1,True
wood,paper,What is the dresser made of?,False,0,False
yes,yes,Does the bus to the left of the other bus have blue color?,False,1,True
no,yes,Is there a flag to the left of the boat on the right?,False,0,False
small,small,How big are the bags?,False,1,True
no,yes,Are there towels in this picture?,False,0,False
yes,yes,Do you see any street signs in the picture that are white?,False,1,True
no,yes,Are there both a door and a window in this picture?,False,0,False
bottom,bottom,Is the bottle in the top or in the bottom part of the photo?,False,1,True
short,tall,Is the container beside the beer short or tall?,False,0,False
cat,,What animal is sitting on the chair?,False,0,False
right,silver,"On which side is the silver ladder, the left or the right?",False,0,False
no,yes,Do you see any fences?,False,0,False
wall,mantle,What is the clock sitting on?,False,0,False
snow,snow,What is covering the ground?,False,1,True
yes,,Are there any jars to the right of the red animal?,False,0,False
no,,Are there ladies to the left of the bag on the right?,False,0,False
no,yes,Are there chalkboards in the image?,False,0,False
left,skateboarding,On which side of the picture is the person?,False,0,False
no,,Do you see bags or cars in the photograph?,False,0,False
no,yes,Are there chess pieces in the scene?,False,0,False
no,,Are there glasses or fences?,False,0,False
yes,yes,Do you think the jeans are long?,False,1,True
yes,yes,Are there women or glasses?,False,1,True
white,black,Which color is the skirt that is below the belt?,False,0,False
no,yes,Are there chairs to the right of the man on the left side?,False,0,False
chicken,,What is the meat on top of the plate the glass is beside of?,True,0,False
no,yes,Are there any rugs?,False,0,False
no,,Does the broccoli look raw?,False,0,False
standing,walking,Is the person that is to the left of the people walking or standing?,False,0,False
no,yes,Is there a chair to the left of the computer mouse in the bottom of the image?,True,0,False
no,,Are there bottles or utensils in the image?,False,0,False
yes,yes,Does the door appear to be yellow?,False,1,True
no,yes,Is there either any bus or door in the scene?,False,0,False
yes,yes,Is there a table in this image that is white?,False,1,True
right,right,Is the lady to the left or to the right of the white vehicle?,False,1,True
no,yes,Is the pillow on the right?,False,0,False
yes,,Is there a small banana in the photograph?,False,0,False
yes,,Are there chairs to the right of the pot on the left?,False,0,False
cabinets,,What are the items of furniture to the left of the containers on the right of the image?,True,0,False
no,,Do you see an owl?,False,0,False
yes,yes,Are there any ladies to the left of the vehicle that is red and maroon?,False,1,True
yes,yes,Are there people to the right of the giraffe near the fence?,False,1,True
no,yes,Is there a cup to the left of the pan on the stove?,False,0,False
no,yes,Is the giraffe to the right of the container baby and brown?,False,0,False
no,,Are there any cars in the image?,False,0,False
no,yes,Does the white van look small?,False,0,False
no,yes,Are there footballs or knee pads?,False,0,False
left,left,"On which side of the picture is the stuffed animal, the left or the right?",False,1,True
no,yes,Is the man to the right of a woman?,False,0,False
yes,yes,Is the planter different in color than the table?,False,1,True
cabbage,,Which type of vegetable is to the left of the broth?,False,0,False
no,,Is there a chair to the left of the green box?,False,0,False
table,wine rack,What is the name of that piece of furniture?,False,0,False
tall,tall,Is the building by the trees short or tall?,False,1,True
left,,Is the man to the right or to the left of the balls on the stage?,False,0,False
no,,Is she wearing sandals?,False,0,False
yes,,Is there a woman that is not sad?,False,0,False
no,yes,Are there hats in the picture?,False,0,False
yes,yes,Are there baby birds in the picture?,False,1,True
no,yes,Does the silver mirror look rectangular?,False,0,False
yes,,Is the outfit yellow?,False,0,False
no,,Do you see a train to the left of the plane that is shown in the image?,False,0,False
surfing,surfing,Is the man surfing or riding?,False,1,True
no,yes,Are there cars or fences in this photograph?,False,0,False
yes,,Does the fur have black color?,False,0,False
no,,Are there either plates or girls?,False,0,False
yes,yes,Are there any women?,False,1,True
left,left,Is the man to the left or to the right of the person that is riding a motorcycle?,True,1,True
yes,,Is there a keyboard in this photograph that is black?,False,0,False
gray,gray,Is the car gray or red?,False,1,True
yes,yes,Are there any pianoes to the right of the chair the woman sits in?,False,1,True
no,yes,Is the elephant to the left of the person the car is behind of?,False,0,False
soda,beer,What type of drink is to the right of the fries?,False,0,False
yes,,Do you see any helmets there?,False,0,False
yes,yes,Is the large pizza round and red?,False,1,True
no,yes,Do the jeans have black color?,False,0,False
yes,yes,Is the vase clear?,False,1,True
no,yes,Are there cars or fences?,False,0,False
no,yes,Is there a truck in this picture?,False,0,False
yes,yes,Is the long hair straight and dark?,False,1,True
battery,,What's standing on the desk?,False,0,False
no,,Are there any guys to the left of the boy that is hitting the ball?,False,0,False
yes,yes,Is the man to the right of the people that are covered by the umbrella?,False,1,True
no,yes,Do you see bookcases to the right of the dresser?,False,0,False
yes,,Are there folding chairs to the right of the wineglass that the man is holding?,False,0,False
no,yes,Are the chopsticks in the top part of the photo?,False,0,False
no,yes,Are there either any wine glasses or chairs?,False,0,False
yes,yes,Is there a bag in the image that is not red?,False,1,True
no,yes,Do you see both bacon and lettuce?,False,0,False
no,yes,Are there any rugs or cabinets in the picture?,False,0,False
yes,,Is the color of the floor lamp the same as the color of the TV?,False,0,False
truck,car,What vehicle is to the right of the lady?,True,0,False
yes,yes,Are there books to the left of the black device?,False,1,True
no,,Do you see any cheese in this photograph that is not white?,False,0,False
no,yes,Does the necktie have blue color?,False,0,False
yes,yes,Is the knife small?,False,1,True
no,yes,Is the yellow pillow on the right?,False,0,False
left,left,"Where in the image is the black and white animal, on the left or on the right?",False,1,True
yes,yes,Is there a wooden chair or table?,False,1,True
no,yes,Do you see any fences or cars in the picture?,False,0,False
yes,yes,Are there coffee makers or refrigerators that are white?,False,1,True
yes,yes,Is the door blue?,False,1,True
yes,yes,Are the containers on the left?,False,1,True
yes,,Are there any jars to the right of the cup?,False,0,False
yes,yes,Is there a brown nightstand or table?,False,1,True
no,yes,Is there a fence to the right of the vehicle on the railroad?,False,0,False
no,,Are there any fences in the photograph?,False,0,False
no,yes,Are there either any bags or cars in the photograph?,False,0,False
yes,,Are there snowboards on the snow?,False,0,False
yes,yes,Are there plates that are not green?,False,1,True
yes,,Do the large trees look snowy?,False,0,False
yes,,Is there any short grass in the image?,False,0,False
boy,skateboarding,Who is playing with the skateboard?,True,0,False
yes,,Is the vase on the right of the picture?,False,0,False
no,yes,Is the snowboard black?,False,0,False
yes,wizard oz,Are there any mailboxes by the house?,True,0,False
yes,yes,Is there a donut in the image that is not large?,False,1,True
toilet,toilet,What is the hammer on?,True,1,True
bed,,What is the item of furniture to the left of the mug called?,False,0,False
yes,yes,Is there any backpack to the right of the box?,False,1,True
yes,,Are there any airplanes that are small?,False,0,False
no,yes,Are there photographers in the image?,False,0,False
no,,Does the sand have black color?,False,0,False
yes,,Is there a sandwich to the left of the dessert on the plate?,False,0,False
yes,yes,Are there any stop signs in the image?,False,1,True
no,yes,Is the woman to the left of a plate?,False,0,False
remote control,mouse,What is this cat playing?,False,0,False
yes,yes,Is the table the same color as the keyboard?,False,1,True
yes,,Are there knives that are not black?,False,0,False
no,yes,Are there buses near the building?,False,0,False
yes,yes,Is it an outdoors scene?,False,1,True
yes,yes,Does the bus have a different color than the bag?,False,1,True
small,huge,What is the size of the building on the left?,False,0,False
no,,Are there computers in this photo?,False,0,False
wood,ceramic,What is the toilet seat that is not open made of?,False,0,False
no,yes,Do you see any towels in the picture that are not red?,False,0,False
yes,,Do the sneakers that are not Adidas look dirty and white?,False,0,False
no,yes,Is the color of the box the same as the frame?,False,0,False
