answer,image_path,question,source_image_id,sample_dataset,sample_question_id
small,CLEVR_train_037591.png,What is the size of the blue metallic sphere?,clevr-037591,clevr,
small,CLEVR_train_041155.png,What size is the blue sphere right of the large metallic cylinder that is left of the ball behind the green object?,clevr-041155,clevr,
1,CLEVR_train_005959.png,How many big rubber things are left of the matte block that is behind the big green thing?,clevr-005959,clevr,
green,CLEVR_train_028088.png,There is a metallic thing that is the same size as the metallic block; what is its color?,clevr-028088,clevr,
cyan,CLEVR_train_041610.png,There is a big metallic object that is the same shape as the red rubber thing; what color is it?,clevr-041610,clevr,
yes,CLEVR_train_056660.png,There is a rubber cylinder that is right of the brown cylinder; is it the same color as the large rubber object that is left of the brown cylinder?,clevr-056660,clevr,
yes,CLEVR_train_030110.png,Is the color of the tiny cube the same as the large metallic cylinder?,clevr-030110,clevr,
metal,CLEVR_train_045248.png,What is the material of the green thing that is the same size as the cyan thing?,clevr-045248,clevr,
3,CLEVR_train_062161.png,What number of matte things are cylinders or big things?,clevr-062161,clevr,
rubber,CLEVR_train_022281.png,What is the material of the tiny cyan thing behind the purple object?,clevr-022281,clevr,
cyan,CLEVR_train_065903.png,What is the color of the other big metal thing that is the same shape as the green metal object?,clevr-065903,clevr,
gray,CLEVR_train_052612.png,What color is the big rubber cube?,clevr-052612,clevr,
cylinder,CLEVR_train_033040.png,What shape is the metal object on the left side of the metal cube?,clevr-033040,clevr,
0,CLEVR_train_014056.png,How many rubber balls are behind the rubber object behind the large ball?,clevr-014056,clevr,
yes,CLEVR_train_045549.png,Is the small cylinder on the right side of the yellow rubber ball made of the same material as the large brown cylinder?,clevr-045549,clevr,
no,CLEVR_train_067920.png,Is the number of green metallic balls greater than the number of big purple things?,clevr-067920,clevr,
metal,CLEVR_train_030610.png,There is a cylinder that is the same size as the red metallic block; what is it made of?,clevr-030610,clevr,
yes,CLEVR_train_022770.png,Is there anything else that has the same material as the small gray object?,clevr-022770,clevr,
gray,CLEVR_train_000627.png,There is another metallic thing that is the same shape as the large blue object; what color is it?,clevr-000627,clevr,
no,CLEVR_train_002168.png,Is there any other thing that is the same shape as the metal object?,clevr-002168,clevr,
yes,CLEVR_train_066560.png,There is a large object that is in front of the big gray object; is its color the same as the rubber block?,clevr-066560,clevr,
large,CLEVR_train_013209.png,The gray thing that is the same material as the tiny ball is what size?,clevr-013209,clevr,
yes,CLEVR_train_025003.png,Is the number of small rubber objects right of the brown matte object less than the number of large green metallic spheres?,clevr-025003,clevr,
sphere,CLEVR_train_008102.png,There is a object that is in front of the large yellow rubber cylinder and left of the small yellow sphere; what shape is it?,clevr-008102,clevr,
no,CLEVR_train_031615.png,Are there an equal number of metallic cylinders to the right of the purple rubber cylinder and large purple rubber cylinders behind the red matte cylinder?,clevr-031615,clevr,
gray,CLEVR_train_003121.png,What is the color of the big rubber object that is the same shape as the tiny blue object?,clevr-003121,clevr,
0,CLEVR_train_038781.png,What number of green spheres are behind the object to the left of the large green sphere?,clevr-038781,clevr,
no,CLEVR_train_039707.png,Are the big yellow thing that is behind the small purple matte thing and the large cube in front of the large yellow matte object made of the same material?,clevr-039707,clevr,
yes,CLEVR_train_066796.png,Is there a tiny yellow object?,clevr-066796,clevr,
yes,CLEVR_train_029813.png,Are there any other things that have the same shape as the green thing?,clevr-029813,clevr,
no,CLEVR_train_027548.png,Do the shiny cube and the matte block that is behind the yellow rubber cylinder have the same color?,clevr-027548,clevr,
2,CLEVR_train_053199.png,What number of other objects are the same shape as the yellow metal object?,clevr-053199,clevr,
no,CLEVR_train_020509.png,There is a rubber object; is its size the same as the block that is in front of the big cyan cube?,clevr-020509,clevr,
1,CLEVR_train_026148.png,How many objects are small things in front of the big purple rubber object or tiny metallic objects that are in front of the blue cylinder?,clevr-026148,clevr,
sphere,CLEVR_train_022024.png,The small metallic thing is what shape?,clevr-022024,clevr,
sphere,CLEVR_train_068979.png,There is a object that is the same color as the big rubber ball; what shape is it?,clevr-068979,clevr,
1,CLEVR_train_027124.png,There is a object that is on the left side of the rubber thing that is behind the big metal block; what number of big metallic cylinders are in front of it?,clevr-027124,clevr,
1,CLEVR_train_008000.png,How many objects are both behind the big brown rubber ball and left of the tiny brown matte object?,clevr-008000,clevr,
yes,CLEVR_train_032223.png,Are there more tiny brown rubber objects than small yellow cylinders?,clevr-032223,clevr,
metal,CLEVR_train_059496.png,What material is the cylinder on the left side of the tiny sphere?,clevr-059496,clevr,
yes,CLEVR_train_026234.png,Is the shape of the shiny object to the right of the large brown metal thing the same as  the tiny brown thing?,clevr-026234,clevr,
yes,CLEVR_train_051389.png,Is the material of the block that is in front of the green rubber object the same as the large blue object?,clevr-051389,clevr,
0,CLEVR_train_002415.png,What number of big gray things are on the left side of the tiny red sphere and on the right side of the tiny red metal object?,clevr-002415,clevr,
no,CLEVR_train_027939.png,Is the number of tiny spheres behind the cyan matte thing the same as the number of small shiny blocks that are in front of the small matte cube?,clevr-027939,clevr,
1,CLEVR_train_059338.png,How many gray metal blocks are there?,clevr-059338,clevr,
small,CLEVR_train_016253.png,What size is the rubber block?,clevr-016253,clevr,
gray,CLEVR_train_046260.png,What color is the other matte object that is the same shape as the brown matte thing?,clevr-046260,clevr,
cube,CLEVR_train_006164.png,There is a red matte thing that is on the left side of the green thing behind the large cyan object; what shape is it?,clevr-006164,clevr,
blue,CLEVR_train_019410.png,There is a metallic thing that is the same size as the green rubber cube; what color is it?,clevr-019410,clevr,
no,CLEVR_train_039133.png,Are there any small brown things that have the same shape as the large brown rubber object?,clevr-039133,clevr,
1,CLEVR_train_013558.png,What number of other things are there of the same size as the purple cube?,clevr-013558,clevr,
no,CLEVR_train_011858.png,Is there anything else that has the same shape as the big purple rubber thing?,clevr-011858,clevr,
blue,CLEVR_train_012294.png,The big matte thing that is the same shape as the tiny blue rubber thing is what color?,clevr-012294,clevr,
2,CLEVR_train_035403.png,How many objects are either small blue things or small yellow spheres?,clevr-035403,clevr,
yes,CLEVR_train_013348.png,Is there anything else that has the same size as the matte thing?,clevr-013348,clevr,
rubber,CLEVR_train_056809.png,There is a big cube that is the same color as the tiny metal thing; what material is it?,clevr-056809,clevr,
no,CLEVR_train_036021.png,Is the size of the green cylinder the same as the purple thing on the left side of the tiny purple object?,clevr-036021,clevr,
metal,CLEVR_train_004042.png,There is a object that is to the left of the green matte sphere and behind the small brown shiny cylinder; what is it made of?,clevr-004042,clevr,
1,CLEVR_train_022448.png,What number of small things are either red metal cubes or purple rubber spheres?,clevr-022448,clevr,
yes,CLEVR_train_016577.png,Are the big yellow object behind the yellow cube and the tiny block that is behind the small cyan rubber object made of the same material?,clevr-016577,clevr,
no,CLEVR_train_022785.png,Are there any big gray metal objects right of the small purple object?,clevr-022785,clevr,
0,CLEVR_train_052328.png,How many large cylinders have the same color as the shiny cube?,clevr-052328,clevr,
sphere,CLEVR_train_040272.png,There is another small object that is the same material as the brown object; what shape is it?,clevr-040272,clevr,
yes,CLEVR_train_031681.png,There is a cube that is on the left side of the green block; is its color the same as the small thing that is in front of the brown cube?,clevr-031681,clevr,
yes,CLEVR_train_068367.png,There is a large thing behind the yellow cube; is it the same color as the large shiny sphere?,clevr-068367,clevr,
yes,CLEVR_train_033574.png,There is a small purple metallic thing; is its shape the same as the brown shiny thing that is in front of the large red metallic cube?,clevr-033574,clevr,
yes,CLEVR_train_025820.png,Are there an equal number of purple metal things right of the shiny sphere and tiny purple objects?,clevr-025820,clevr,
6,CLEVR_train_036442.png,How many other things are the same size as the green cube?,clevr-036442,clevr,
1,CLEVR_train_029472.png,What number of things are either big shiny cylinders or large objects to the left of the gray thing?,clevr-029472,clevr,
yes,CLEVR_train_046268.png,There is a big rubber cylinder; is its color the same as the small shiny object left of the green metallic object?,clevr-046268,clevr,
