answer,image_path,question,source_image_id,sample_dataset,sample_question_id,T2_answer
no,CLEVR_train_068370.png,Is the number of shiny objects less than the number of big red matte blocks?,clevr-068370,clevr,,yes
yes,CLEVR_train_026870.png,Are there any matte blocks to the left of the metallic sphere?,clevr-026870,clevr,,yes
yes,CLEVR_train_002910.png,Are there any other things that are the same shape as the large green thing?,clevr-002910,clevr,,yes
1,CLEVR_train_054034.png,How many red things have the same material as the large green cylinder?,clevr-054034,clevr,,2
metal,CLEVR_train_011206.png,There is a cyan block that is the same size as the yellow shiny object; what is its material?,clevr-011206,clevr,,metal
sphere,CLEVR_train_019709.png,There is a green object that is made of the same material as the small cylinder; what is its shape?,clevr-019709,clevr,,cube
no,CLEVR_train_020776.png,Are there any other things that have the same color as the tiny shiny sphere?,clevr-020776,clevr,,
0,CLEVR_train_067167.png,How many purple objects are either big cubes or big spheres?,clevr-067167,clevr,,1
2,CLEVR_train_027532.png,How many things are tiny objects that are on the left side of the small yellow rubber cube or small purple things?,clevr-027532,clevr,,2
yes,CLEVR_train_033284.png,Is the number of small things that are behind the big matte thing greater than the number of matte blocks?,clevr-033284,clevr,,yes
metal,CLEVR_train_008929.png,There is a big yellow object that is the same shape as the big gray rubber object; what material is it?,clevr-008929,clevr,,rubber
0,CLEVR_train_052421.png,How many large blocks have the same color as the rubber sphere?,clevr-052421,clevr,,1
2,CLEVR_train_006230.png,How many metallic objects are big things or large red things?,clevr-006230,clevr,,2
1,CLEVR_train_068920.png,How many yellow matte cubes are right of the purple object that is to the right of the small purple thing?,clevr-068920,clevr,,1
0,CLEVR_train_058533.png,How many big cyan metallic objects are the same shape as the blue rubber thing?,clevr-058533,clevr,,0
1,CLEVR_train_013131.png,How many objects are either tiny things that are behind the big red thing or small yellow metal blocks?,clevr-013131,clevr,,2
small,CLEVR_train_028867.png,What size is the metal ball that is to the left of the tiny metallic object that is behind the purple ball?,clevr-028867,clevr,,small
0,CLEVR_train_029212.png,What number of big brown rubber cylinders are there?,clevr-029212,clevr,,1
yes,CLEVR_train_034850.png,Do the green matte cube and the green metallic cylinder have the same size?,clevr-034850,clevr,,yes
cylinder,CLEVR_train_053167.png,There is a object that is the same color as the tiny shiny cylinder; what shape is it?,clevr-053167,clevr,,sphere
1,CLEVR_train_003864.png,How many blue cylinders have the same material as the green cylinder?,clevr-003864,clevr,,0
small,CLEVR_train_012903.png,There is a metal cylinder in front of the thing on the left side of the thing behind the tiny matte cylinder; what is its size?,clevr-012903,clevr,,small
cube,CLEVR_train_010091.png,What is the shape of the object that is the same color as the ball?,clevr-010091,clevr,,cube
4,CLEVR_train_033986.png,What number of objects are small matte balls that are in front of the gray matte object or things on the right side of the red rubber thing?,clevr-033986,clevr,,2
rubber,CLEVR_train_028999.png,What is the small thing behind the small object that is in front of the rubber cylinder made of?,clevr-028999,clevr,,metal
3,CLEVR_train_022980.png,What number of other objects are there of the same size as the metal cube?,clevr-022980,clevr,,2
large,CLEVR_train_049822.png,What size is the red block that is made of the same material as the cyan cylinder?,clevr-049822,clevr,,large
rubber,CLEVR_train_015640.png,There is another big thing that is the same shape as the big cyan matte thing; what is it made of?,clevr-015640,clevr,,metal
no,CLEVR_train_013060.png,Is the blue object the same size as the matte cube?,clevr-013060,clevr,,yes
small,CLEVR_train_044504.png,There is a object that is behind the big blue metal thing and in front of the brown cube; what is its size?,clevr-044504,clevr,,small
no,CLEVR_train_024492.png,There is a rubber thing right of the gray rubber cylinder; does it have the same shape as the large thing to the right of the big metal object?,clevr-024492,clevr,,yes
rubber,CLEVR_train_063824.png,There is a big cylinder that is the same color as the small cylinder; what is its material?,clevr-063824,clevr,,metal
cylinder,CLEVR_train_000647.png,What is the shape of the gray object that is made of the same material as the large cylinder?,clevr-000647,clevr,,cube
1,CLEVR_train_060835.png,How many objects are tiny cyan rubber cylinders that are right of the cyan sphere or green cubes?,clevr-060835,clevr,,2
yes,CLEVR_train_051404.png,Does the blue cube have the same material as the cube that is in front of the cyan matte sphere?,clevr-051404,clevr,,yes
yes,CLEVR_train_030575.png,Is there a brown object that has the same shape as the small cyan metallic object?,clevr-030575,clevr,,yes
purple,CLEVR_train_064794.png,The large thing that is both behind the purple metal thing and to the right of the purple cylinder is what color?,clevr-064794,clevr,,green
cube,CLEVR_train_045034.png,The tiny thing that is the same color as the small ball is what shape?,clevr-045034,clevr,,cube
no,CLEVR_train_040221.png,Are there any balls that have the same material as the small brown cube?,clevr-040221,clevr,,yes
yes,CLEVR_train_005188.png,Is the color of the large rubber thing the same as the big metallic cube?,clevr-005188,clevr,,
no,CLEVR_train_064952.png,Is there a thing of the same color as the cube?,clevr-064952,clevr,,yes
yes,CLEVR_train_016145.png,Is the color of the rubber sphere the same as the small cylinder that is to the left of the small yellow shiny cylinder?,clevr-016145,clevr,,
no,CLEVR_train_013086.png,Are there any big cyan blocks that have the same material as the large cyan thing?,clevr-013086,clevr,,yes
1,CLEVR_train_019732.png,How many small things are brown matte blocks or brown cubes?,clevr-019732,clevr,,2
brown,CLEVR_train_008565.png,The big shiny sphere that is behind the tiny shiny ball behind the gray shiny block that is right of the tiny shiny cube is what color?,clevr-008565,clevr,,green
sphere,CLEVR_train_028466.png,There is a gray matte thing that is the same size as the blue matte block; what shape is it?,clevr-028466,clevr,,cube
0,CLEVR_train_010686.png,What number of big metal balls have the same color as the big shiny object?,clevr-010686,clevr,,1
no,CLEVR_train_005768.png,There is a cyan thing that is on the left side of the large purple matte object that is behind the small gray cylinder; is there a large rubber object to the left of it?,clevr-005768,clevr,,yes
1,CLEVR_train_035050.png,How many other things are there of the same shape as the blue thing?,clevr-035050,clevr,,2
no,CLEVR_train_003260.png,Are there any other big things of the same shape as the large blue thing?,clevr-003260,clevr,,yes
0,CLEVR_train_016948.png,There is a ball behind the green metal block on the right side of the large brown rubber thing; how many small yellow spheres are on the right side of it?,clevr-016948,clevr,,0
3,CLEVR_train_037676.png,What number of things are either objects behind the ball or metal things that are in front of the big cylinder?,clevr-037676,clevr,,2
yes,CLEVR_train_061562.png,Is there any other thing of the same color as the cylinder?,clevr-061562,clevr,,yes
2,CLEVR_train_019872.png,How many objects are either big purple rubber objects or cubes to the left of the tiny yellow metal cylinder?,clevr-019872,clevr,,2
yes,CLEVR_train_008695.png,Is the material of the brown ball the same as the brown thing that is behind the brown sphere?,clevr-008695,clevr,,yes
metal,CLEVR_train_001491.png,There is a cyan thing that is the same size as the green shiny object; what material is it?,clevr-001491,clevr,,metal
2,CLEVR_train_050004.png,What number of things are big rubber objects that are left of the big red cube or cubes that are behind the yellow metallic cylinder?,clevr-050004,clevr,,2
green,CLEVR_train_037460.png,The big cylinder that is both left of the tiny yellow cube and behind the big cyan metallic cylinder is what color?,clevr-037460,clevr,,green
no,CLEVR_train_053812.png,Are there any purple metallic objects of the same shape as the cyan matte thing?,clevr-053812,clevr,,yes
0,CLEVR_train_010356.png,How many small things are matte cylinders or yellow cylinders?,clevr-010356,clevr,,1
cylinder,CLEVR_train_057403.png,There is a small metallic object right of the tiny metal thing in front of the big gray thing; what shape is it?,clevr-057403,clevr,,cube
yes,CLEVR_train_035832.png,Is the tiny metallic sphere the same color as the rubber cylinder?,clevr-035832,clevr,,
0,CLEVR_train_055165.png,How many other small red things have the same shape as the small red metal thing?,clevr-055165,clevr,,0
no,CLEVR_train_049766.png,There is a large brown matte object behind the tiny red object; is its shape the same as the large yellow shiny thing?,clevr-049766,clevr,,yes
rubber,CLEVR_train_016940.png,There is a small purple object that is the same shape as the big yellow metallic thing; what is it made of?,clevr-016940,clevr,,metal
blue,CLEVR_train_024325.png,There is a big thing that is the same shape as the small red matte thing; what is its color?,clevr-024325,clevr,,blue
small,CLEVR_train_008179.png,There is a gray object that is the same material as the cyan cube; what is its size?,clevr-008179,clevr,,large
2,CLEVR_train_019461.png,What number of cylinders are either purple rubber objects or large green things?,clevr-019461,clevr,,1
no,CLEVR_train_019387.png,Does the small gray rubber thing have the same shape as the tiny matte thing that is behind the gray rubber object?,clevr-019387,clevr,,yes
yes,CLEVR_train_048500.png,Is the material of the brown sphere the same as the tiny yellow thing to the left of the ball?,clevr-048500,clevr,,yes
no,CLEVR_train_009030.png,Are there the same number of yellow things that are to the right of the big blue metallic object and large blue cylinders?,clevr-009030,clevr,,yes
1,CLEVR_train_042000.png,How many other things are there of the same color as the tiny matte ball?,clevr-042000,clevr,,1
no,CLEVR_train_049938.png,Does the large matte object behind the large gray block have the same color as the large metallic cube?,clevr-049938,clevr,,
